sample_id,episode,variation_id,score,D_min,label,completed,collided,progress_ratio,qp_failures,mean_abs_cte,min_obstacle_clearance,min_barrier_clearance,class_k_p,class_k_q
90,0,90,167.13681528113784,-0.0999047461318472,1,True,False,1.0,0,0.2443084261514179,-0.0999047461318472,-0.08622227592176919,3.8772448157677584,0.5490508955554906
91,0,91,168.96649942194432,0.024394271286746635,1,True,False,1.0,0,0.1722500963426124,0.024394271286746635,0.0785191318405241,9.71725345541669,2.0644804715940244
92,0,92,168.49743805179747,-0.06862838404375589,1,True,False,1.0,0,0.14053037244974825,-0.06862838404375589,0.04870177211944286,8.127116983258041,1.4512691365453902
93,0,93,-7786.207646259285,0.08134654776321519,-1,False,False,0.11266916680254362,2598,0.015747989243848844,0.08134654776321519,1.1082983029619848,9.828930558973367,0.4026349234985518
94,0,94,2.5877097995975955,0.9812482741328707,-1,False,False,0.044676341105494864,0,0.08993901296450749,2.8263909031524896,0.9812482741328707,0.11638882043393707,0.3444742613835231
95,0,95,30.306979758035084,0.0747013398674508,-1,False,False,0.48573292026740583,0,0.6157207767805536,0.12036120175340469,0.0747013398674508,0.3548523704086593,0.8468535010597624
96,0,96,27.165410000570635,0.008562002324791915,-1,False,False,0.45361160932659383,0,0.7645671087151554,0.15197933887992332,0.008562002324791915,0.2558729445365865,1.5475228004478705
97,0,97,4.289795704918685,0.08104206570032445,-1,False,False,0.1366378607533018,0,0.879142424635407,0.08104206570032445,0.11402559722398674,0.12157289199876786,1.598853309236674
98,0,98,26.908358793319653,0.09930668662652002,-1,False,False,0.4493722484917659,0,0.7579497668506602,0.17291543089128325,0.09930668662652002,0.2297499465657382,1.791322158848081
99,0,99,12.675945492289891,0.2636839224693981,-1,False,False,0.22452307190608184,0,0.5067782568559729,0.4560435712500937,0.2636839224693981,0.11113782533916837,0.9832544335170288
100,0,100,168.64371094534812,-0.06591189356984657,1,True,False,1.0,0,0.12467936244951766,-0.06591189356984657,-0.03135499296881984,11.01326964223043,1.4844720357299384
